X,Y,amenity,name,name:en,cuisine,addr:street,addr:postcode,internet_access,opening_hours,addr:city,name:mk,smoking,outdoor_seating,addr:housenumber,int_name,phone,takeaway,website,wheelchair,operator,addr:country,internet_access:fee,email,name:sq,addr:city:en,addr:street:en,drive_in,addr:housename,microbrewery,organic,delivery
21.4370632,42.0017629,cafe,Cafe Old Bazaar,,"Coffee,_Tea,_cold_drinks",,1000,yes,08:00-23:00,Cкoпje,,outside,,,,,,,,,MK,,,,Skopje,,,,,,
21.4352595,42.0022334,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4375923,42.0011325,cafe,Shisha,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
21.4376398,42.0013523,biergarten,Ла кања,,,,,,,,,,,,La Kaña,,,,,,,,,,,,,,,,
21.4378235,42.001291,bar,Syri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4378319,42.0021215,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4387967,42.0027291,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1981705,41.7441882,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2011852,41.7471233,restaurant,Кафе Канал 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.3331186,41.8823767,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4104385,41.9172558,restaurant,Aquarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4105645,41.9172318,cafe,Avangard Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4105591,41.9174015,cafe,Klasic Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4105671,41.9173176,cafe,Cinema Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4105189,41.9175052,cafe,Uni Pub Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.410527,41.917611,cafe,Pacadili Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4104224,41.9176668,restaurant,Капри,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4104015,41.9177905,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4107281,41.9176649,cafe,Delikates Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4102588,41.918076,restaurant,Balkanlux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4108276,41.9172527,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4101783,41.9187207,restaurant,Bakery Kamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.443836,41.8539102,bar,,Kafe Bar Rio,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,
22.4126749,41.9153295,restaurant,Пролет,Prolet,,,,,,,,,,,Prolet,,,,,,,,,,,,,,,,
22.4123703,41.9157236,cafe,,Coffee Station,,,2300,wlan,,,,,,,,,,,,,,,,,,,,,,,
22.5058453,41.886544,cafe,Pancir Cafe,,,Кочо Рацин,,,,,,,,,,,,,,,,,,,,,,,,,
22.50587,41.8865523,cafe,Панцир Кафе,,,Кочо Рацин,,,,,,,,,,,,,,,,,,,,,,,,,
22.5103667,41.8881131,bar,Bife Mal Minhen,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,
22.5114929,41.8903339,bar,Bife Mal Minhen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1935924,41.7384195,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.193667,41.7384275,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1937687,41.7376171,restaurant,Piaza Liberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1941525,41.7378263,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.193884,41.7383062,fast_food,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1942983,41.7382806,pub,Square pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1928555,41.7390109,restaurant,Верона,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1940792,41.7384717,fast_food,Хамби,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1943429,41.7385085,cafe,Café Bar Illusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1948335,41.7384574,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1952544,41.7372052,cafe,Кафе-Бар Симбол,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,
22.1956835,41.7382123,cafe,Сајбер,,,,,,,,Сајбер,,,,,,,,,,,,,,,,,,,,
22.1957213,41.7388923,cafe,Нова Кафе,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1957776,41.7389133,bar,Версај,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1959414,41.738556,cafe,Кофи Лаб,Coffee Lab,,Кеј Маршал Тито,2000,wlan,Su-Th 08:00-00:00; Fr-Sa 08:00-01:00,,,,,6,,,,,,,,,,,,,,,,,
22.1963608,41.7386743,fast_food,Стојанче Кубаската,,kebab;sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1958272,41.7389273,bar,Кафе-Бар Марсеј,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1958775,41.7389458,bar,Кафе бар Карма,,,,,wlan,,,Кафе бар Карма,,,,,,,,,,,,,,,,,,,,
22.1969715,41.7386184,fast_food,Зимбако,,burger;regional;sandwich;kebab,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1970264,41.7386272,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1966748,41.7388546,restaurant,Кебапчилница Тасе,,,,,,,,Кебапчилница Тасе,,,,,,,,,,,,,,,,,,,,
22.1984513,41.7422847,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1909766,41.7365575,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1907365,41.7368287,restaurant,Ресторан Сан-Ремо,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1921751,41.7368665,pub,Даблин,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1901494,41.7371339,restaurant,Универзитетски Ресторант,,pizza;regional;burger;coffee_shop;sandwich;kebab;chicken;ice_cream,,,,,,,,,,,,,https://www.facebook.com/uniklub,,,,,,,,,,,,,
22.1903941,41.737641,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1912175,41.7375045,restaurant,Classic Restaurant,,sandwich;balkan;breakfast;pizza;kebab;local;pasta;coffee_shop;ice_cream,,,wlan,Mo-Su 07:00-00:00,,,,,,,,,,,,,,,,,,,,,,
22.1921152,41.7371987,cafe,Пијано Бар,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1925351,41.7364436,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1928042,41.7364789,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1931278,41.7370336,restaurant,Наше Кино,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1932005,41.7370604,cafe,Тафката,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1928607,41.7374044,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1933812,41.7371183,fast_food,JA-JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1934589,41.7371381,fast_food,Bambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1938869,41.73738,cafe,Vami Cafe 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1885691,41.7231075,drinking_water,,,,,,,,,,,,,,,,,limited,Курт Бунар,,,,,,,,,,,
22.1892414,41.735564,drinking_water,Ашај Теќе чешма,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.188611,41.7357572,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1880031,41.7350012,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1876356,41.7385146,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8894257,41.2434073,restaurant,Dedo Dimo,Dedo (Grandfather) Dimo,balkan,Kuratica,6036,wlan,Mo-Su 12:00-00:00,,,,,,,+38946279595,,http://www.dedodimo.mk,,,,,dimodedo@yahoo.com,,,,,,,,
21.0863428,41.2986459,restaurant,Рибник Бабино,Ribnik Babino,,,,,,,,,,,Ribnik Babino,,,,,,,,,,,,,,,,
22.2451062,41.6337365,restaurant,Рибник,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2151154,41.7110243,drinking_water,Струмина Чешма,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
22.2008848,41.7368002,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1991187,41.73743,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1998828,41.7377635,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1984858,41.7384555,drinking_water,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
22.1922397,41.7382087,restaurant,Рома,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1921774,41.7383603,restaurant,У Сокако,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6340352,41.0488849,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6439111,41.0505076,restaurant,Korca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6461097,41.0522864,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8042407,41.0983462,bar,Ambrosia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8049971,41.0999773,bar,Kadmo Beach Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8059198,41.1010587,bar,Cuba Libre Beach Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8077142,41.1036801,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8079475,41.104151,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8066006,41.1080463,bar,Pardise,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8071883,41.1073742,cafe,Liquid,,,,,,,,Ликвид,,,,,,,,,,,,,,,,,,,,
20.807528,41.1069789,restaurant,Ristorante Stazione,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8039749,41.1104511,restaurant,Ла Бела,La Bella,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8052329,41.109536,restaurant,Royal View,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8056768,41.1090118,pub,Irish Pub Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8081755,41.1048119,fast_food,Big Pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8148703,41.1028959,restaurant,Ресторан Биљанини Извори,Biljanini Izvori Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8123651,41.1084477,restaurant,Restoran Gros,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8033532,41.1109264,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8091572,41.1120004,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8086261,41.1127562,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8127336,41.1242491,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.811971,41.1245943,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8157042,41.1259308,restaurant,Ресторан Панорама,Restoran Panorama,,,,,Mo-Su 07:00-23:55,,,,,,,,,,,,,,,,,,,,,,
20.847073,41.101833,drinking_water,Ponik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2542859,41.338844,drinking_water,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
22.8045867,41.3208709,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7914933,41.70103,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7686668,41.7098459,cafe,Дома,,,Александар Несторов,,,,,,,,,,,,,,,,,,,,,,,,,
21.7798939,41.713692,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7787405,41.7150515,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7841775,41.7145048,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7870287,41.7138225,cafe,Kafe slatkarnica Turist,,,,,,,,Kafe slatkarnica Turist,,,,,,,,,,,,,,,,,,,,
21.7753509,41.7170862,restaurant,Снупи,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7755708,41.7170863,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7775232,41.7176332,restaurant,Официрски,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7774454,41.7177205,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7777592,41.7176653,restaurant,Снупи,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7781552,41.7175779,pub,,Pivnica Pub,,Благој Ѓорев,1400,wlan,Mo-Su 09:00-00:00,,,,,28,,0038943230212,,,,,,,pivnicapub@gmail.com,,,,,,,,
21.7788314,41.7177173,restaurant,Гостилница Сокаче,Gostilnica Sokace,,Благој Ѓорев,1400,wlan,Mo-Su 08:00-00:00,,,,,16,,+38978349043,,https://m.facebook.com/profile.php?id=572126203244707&ref=content_filter,,,,,,,,,,,,,
21.7828824,41.7176771,fast_food,Ројал,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7829849,41.717722,cafe,Капри Кафе,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7842383,41.7153245,restaurant,Сина Сала,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7842139,41.7154688,restaurant,Розе Сала,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7833196,41.717557,bar,Езе Бар,Ezze Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4591155,41.9191256,restaurant,Ресторан Бела,Restaurant Bella,regional,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4958564,41.916628,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5712443,41.9150979,restaurant,Грин Вилиџ,Green Village,,,,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,
21.9456465,41.8634014,restaurant,Мечкоеска Куќа - Пуже,Mečkoeska house - Puže,,,,,,,Мечкоеска Куќа - Пуже,,,,,,,,,,,,,,,,,,,,
21.6320595,41.5475438,restaurant,Рибник Ресторан Оморани,Fish Restaurant Omorani,fish,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9685294,41.8333963,cafe,Алфа,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9959598,41.8333192,drinking_water,Burimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9723139,41.8366298,cafe,,Kafiteria TETI,,cegran,,wlan,,,,,,,,,,,,,,,,,,,,,,,
20.9724025,41.8386183,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9743998,41.8377412,cafe,Боси,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9744776,41.8379148,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9748504,41.8383485,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9772429,41.8411626,drinking_water,Burimiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9734955,41.8453568,restaurant,Restaurant Oaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.978648,41.8450656,cafe,Рина,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,
20.981323,41.8578789,restaurant,,Fish house Delfin,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9467534,41.9158317,cafe,саранда,,,,,wlan,Mo-Su 07:00-23:00,,,,,,,,,,,,,,,Saranda,,,,,,,
20.5881905,41.2401095,restaurant,Kurmičevica,,regional;kebab;balkan,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5959852,41.2357204,restaurant,Via Ignatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5887025,41.2397324,restaurant,Pectopahot,,regional;kebab;balkan,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5918028,41.2398677,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5926742,41.2404691,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5928624,41.2404605,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6356959,41.2541143,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6798797,41.1742024,bar,Metropolis,,,Партизанска,,wlan,,,,,,,,,,,,,,,,,,,,,,,
20.6801971,41.176543,pub,Irish Pub The Harp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6762151,41.1769374,restaurant,Т'ГА ЗА ЈУГ,,regional,15 Корпус,36330,,,,,,,5,,,,,,,,,,,,,,национален ресторан,,,
20.6763146,41.1776197,cafe,Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.676795,41.1778398,restaurant,Bonaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6790916,41.1783994,cafe,EMPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6516188,41.2239348,restaurant,Grand restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2191049,41.0331866,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.264369,41.0314361,restaurant,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,
21.1044742,41.0654417,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.1140261,41.0661743,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.552257,41.3431784,restaurant,Стојче-Метропол,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5498466,41.3456079,cafe,Pizza Bar Academy,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,
21.5520655,41.3444724,restaurant,Александрија,Aleksandria,,Јане Сандански,7500,,Mo-Su 09:00-22:00,,,,,,,048 424 000,,,,Goran,,,,,,,,,,,
21.5521929,41.344918,cafe,Шар,Shar,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5536992,41.3453183,cafe,Ди Каприо,Di Caprio,,,,,,,,,,,Di Caprio,,,,,,,,,,,,,,,,
21.5539309,41.3452345,cafe,Вирус,Virus,,,,,,,,,,,Virus,,,,no,,,,,,,,,,,,
21.5543097,41.3453989,restaurant,Пинк Пантер,Pink Panter,,,,,,,,,,,,,,,limited,,,,,,,,,,,,
21.5548486,41.3454489,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.553795,41.3460965,cafe,The Summer Gallery House Pub,,,,,wlan,08:00-01:00,,,,,,,+38970208693,,,,,,no,,,,,,,,,
21.5539772,41.3458302,cafe,,Coffee House,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5541527,41.3456817,cafe,Тејк Фајв,Take Five,,,,,,,,,,,Sonic,,,,limited,,,,,,,,,,,,
21.5543797,41.3460137,restaurant,Парадизо,Paradizo,,,,,,,,,,,Paradizo,,,,yes,,,,,,,,,,,,
21.5546262,41.3459768,restaurant,Каспер,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5548409,41.346236,cafe,Alfa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5551082,41.3462523,restaurant,Порта,Tuborg,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5541674,41.3466009,cafe,Леоне,,,,,,,,,,,,,,,,no,,,,,,,,,,,,
21.55497,41.346541,cafe,Kaffeine,,,,,,,,Kaffeine,,,,,,,,,,,,,,,,,,,,
21.5567739,41.3448994,restaurant,Spase,,,,,,,,Спасе,,,,,,,,,,,,,,,,,,,,
21.5554324,41.3459748,restaurant,Magic Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.555502,41.3465494,restaurant,,Cafe Stara Carsija,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.555721,41.3468894,restaurant,Gostilnica AJ PO EDNA,,balkan,Илинден,,wlan,24/7,,,,,16b,,+38948615400,,,,,,,,,,,,,,,
21.556594,41.3463358,restaurant,Лидер,Lider,,,,,,,,,,,Lider,,,,,,,,,,,,,,,,
21.3885778,42.0229571,cafe,AvAv Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4080594,41.993167,restaurant,Два Елена,Dva Elena,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4096304,41.9933749,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4099065,41.9953743,restaurant,Носталгија,Nostalgija,,Митрополит Теодосиј Гологанов,1000,wlan,,,,,,,,023060708,,,,,,,,,,,,,,,
21.411556,41.9956061,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4120688,41.9971695,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4122694,41.9979155,restaurant,Топаз,,,Рузвелтова,,,,,,,,25,,,,,,,,,,,,,,,,,
21.4134001,41.9933305,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4134179,41.9939247,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4135121,41.9947932,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4138028,41.9947703,bar,нола Бар,Nola Bar,international,Митрополит Теодосиј Гологанов,1000,,"Mo-Fr 09:00-24:00; Sa,Su 00:00-01:00,09:00-24:00",Скопје,,separated,yes,67,,+389 2 2444542,,http://hotelimakedonija.com.mk/en/Restaurant/1073/In-Vino-Restaurant,,,MK,,,,Skopje,Mitroplit Teodosij Gologanov,,,,,
21.4140669,41.9947432,restaurant,Интермецо,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4147832,41.9964357,pub,Дринкерс Парадајз,Drinkers Paradise,,Христо Смирненски,,,"Mo-Su 00:00-01:00,10:00-24:00",,,outside,,,,,,,,,,,,,,,,,,,
21.4150033,41.997012,pub,Конак,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4142348,41.9986877,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4127725,41.999411,cafe,Концепт37,Concept37,,,,,,,,,,,Koncept37,,,,,,,,,,,,,,,,
21.4142706,42.0006556,fast_food,Fatness house,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4149006,42.0005187,restaurant,Fitness house,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.415982,41.9985008,restaurant,Боеми,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4158769,42.0003534,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.415006,42.0038265,cafe,The Gallery,,,,1000,,,Cкoпje,,,,,,,,,,,,,,,,,,,,,
21.4146731,42.0042809,cafe,Cafe Bela,,,,1000,,09:00 - 00:00,Cкoпje,,,,,,,,,,,,,,,,,,,,,
21.4154682,42.0037034,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4151255,42.0039722,cafe,MonAmi,,,,1000,,,Cкoпje,,,,,,,,,,,,,,,,,,,,,
21.415173,42.0040547,cafe,Жапон Кафе Бар,Zapon Coffee Bar,,,1000,,07:30 - 23:30,Cкoпje,,,,,,,,,,,,,,,,,,,,,
21.4159604,42.0047028,cafe,Бугати,Bugatti,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3862677,42.004606,cafe,Ch2pter,Ch2pter,,Љубљанска,,,09:00-23:45; Fr-Sa 09:00-23:45,Cкoпje,,separated,yes,4,,+389 75 490 155,,http://www.caffetrend.mk/,,,MK,,,,,Ljubljanska,,,,,
21.4578943,41.0416246,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4579426,41.0416084,bbq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8912406,41.7797343,ice_cream,gelateria AIDA --Baska,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8048116,41.7208328,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8363637,41.7653321,restaurant,Панорама,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8375411,41.765046,restaurant,Burimi Tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8459093,41.7704206,restaurant,Riben Restoran Bigor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8928941,41.5034917,restaurant,Фурна,Furna,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8839683,41.5106535,restaurant,Рибен Ресторан Добреноец,Fish Restaurant Dobrenoec,fish,,,,,,,,,,Riben Restoran Dobrenoec,,,,,,,,,,,,,,,,
20.8540545,41.6714481,fast_food,Стража,Strazha,,,,,,,,,,,Straža,,,,,,,,,,,,,,,,
20.8544996,41.6714632,restaurant,Стража,Strazha,,,,,,,,,,,Straža,,,,,,,,,,,,,,,,
21.0274021,41.9941572,restaurant,,Petrol Company Restaurant,balkan,,,wlan,,,,,,,,,,,,,,,,,,,,,,,
21.3889793,41.9987825,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3918782,41.9985413,fast_food,Лап Лап,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3899358,42.0007595,fast_food,Вили - Лесковачка Скара,,burger,,,,,,,,,,Vili - Grill,,,,,,,,,,,,,,,,
21.3871902,42.0039263,ice_cream,Палма,Palma,,Булевар Партизански Одреди,1000,,,Скопје,,,,121,,,,,,Палма,,,,,,,,,,,
21.3878449,42.0038168,restaurant,Domino's,,pizza,,,,,,,,,,,,only,,,Domino's,,,,,,,,,,,
21.3926682,42.0028498,restaurant,Две капки,Bosphorus Turkish Restaurant,,Хелсинки,,,,,,,,158а,,,,,,,,,,,,,,,,,
21.3909265,42.0041936,cafe,Trend Food Bar,Trend Food Bar,,,,,08:00-00:00; Fr-Sa 08:00-01:00,,,separated,yes,,,+389 70 306425,,http://www.caffetrend.mk/,,,,,trendcitymall@caffetrend.mk,,,,,,,,
21.3910004,42.0045421,restaurant,Brooklyn Lounge Bar,,italian,,,,08:00-00:00; Fr-Sa 08:00-01:00,,,separated,yes,,,,,,yes,,,,,,,,,,,,
21.3921091,42.0038662,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3931934,42.0044372,restaurant,Pizza Jakomo,,pizza,Никола Русински,1000,,,Cкoпje,,,yes,15,,+37976338668;+38978338668,,http://www.pizzajakomo.com/,,,,,,,,,,,,,yes
21.3936186,42.0045887,restaurant,Срна,Srna,regional,Никола Русински,,,,,,outside,,,,,,,,,,,,,,,,,,,
21.393778,42.004566,cafe,Krem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3963477,42.0026669,fast_food,Вегера,Vegera,regional,,,,"Mo-Sa 06:00-24:00, Su 08:00-24:00",,,outside,yes,,Vegera,,yes,,,,,,,,,,,,,,
21.3813769,42.0057641,pub,Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3909815,42.0049046,fast_food,Chicken House,Chicken House,,,,,,,Chicken House,,,,,,,,,,,,,,,,,,,,
21.3910392,42.0048738,cafe,Juicy and Co,,vegan,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3912646,42.0048773,fast_food,Burger King,,burger,Љубљанска,1000,,,Cкoпje,,,,,,,,,,,MK,,,,Skopje,Ljubljanska,,Skopje City Mall,,,
21.3944391,42.009249,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3274583,41.9953819,restaurant,River Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3278644,41.9996839,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3323916,42.003391,restaurant,Ореов Лад,Oreov Lad,Macedonian,,,,,,,,,,Oreov Lad,,,,,,,,,,,,,,,,
