X,Y,amenity,building,name,addr:postcode,addr:city,cuisine,addr:street,name:en,addr:country,addr:city:en,addr:housenumber,int_name,smoking,outdoor_seating,opening_hours,website,phone,wheelchair,internet_access,addr:street:en,email,operator,name:mk,alt_name,building:levels,shop,takeaway,payment:maestro,payment:mastercard,payment:visa,capacity,delivery,microbrewery,name:sq,old_name,payment:coins,payment:notes,wifi
21.3905928,42.0440002,restaurant,yes,Aktiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40992581,42.08513568,restaurant,,Национален Ресторан Чардак,,,macedonian,,National Restaurant Chardak,,,,Nacionalen Restoran Čardak,,,,,,,,,,,,,,,,,,,,,,,,,,
21.41091574,42.08633304,restaurant,,Вила Весница,,,macedonian,,Vila Vesnica,,,,Vila Vesnica,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3354857,41.02895235,cafe,yes,,,,,,Instinct Cafe,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,
21.3355161,41.02889175,cafe,yes,,,,,,Papaz Cafe,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,
21.33559661,41.0287374,cafe,yes,Данте,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,
21.33495685,41.03035465,restaurant,yes,Грне,7000,Битола,regional,Плоштад Магнолија,Grne,,,бб,Magnolija,outside,,,,,,,,,,,,,,,,,,,,,,,,,
21.52714624,41.34501545,restaurant,yes,Лаки,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.54860035,41.34339511,restaurant,yes,Ресторан Липа ГА,,,regional,,Restaurant Lipa GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.54062715,41.34495605,restaurant,yes,Жито Прилеп III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.54999979,41.34920865,restaurant,yes,Букефал (Кај Томе),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.55500484,41.34660688,cafe,yes,Ла Страда,,,pizza,,La Strada,,,,,,,,,+38948414212,no,,,,,,,,,,,,,,,,,,,,
21.55197545,41.34650155,restaurant,yes,Букефал,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.55128842,41.34557015,bar,yes,Арт Кафе - Апореа,,,,,Art Kafe - Aporea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5498995,41.34519145,restaurant,yes,Гурман,,,,,Gurman,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,
21.55123569,41.34312577,restaurant,yes,Златно Буренце,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5510411,41.3429717,restaurant,yes,Европска Скара,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5490712,41.34347225,restaurant,yes,Империјал,7500,Прилеп,,Борка Утот,,,,22-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5481737,41.34274345,restaurant,yes,Жито Прилеп 1,7500,Прилеп,,Димо Димоски-Наредникот,,,,46-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.53926509,41.33830403,restaurant,yes,Дониа,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.54754091,41.33754363,restaurant,yes,Сонце ГА,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.55718913,41.34718912,restaurant,yes,Македонска Куќа,7500,,burger;sandwich;regional;ice_cream;grill;crepe;cake;coffee_shop;steak_house;balkan;pancake;fish_and_chips;diner;chicken;fish;breakfast;tea;sausage;local;fine_dining;croatian;kebab;barbecue,Јоска Јорданоски-Сандански,,,,4,,,,,http://www.makedonskakuka.com,+38948433419,yes,wlan,,contact@makedonskakuka.com,kiro ilijeski - kambero,,,,,,,,,,,,,,,,
21.56017914,41.34809748,restaurant,yes,Касни Порасни,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5672705,41.3504568,restaurant,yes,Дион,,,regional,,Dion,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
21.43587758,42.01198493,restaurant,yes,Golden Mili,,,,Пере Тошев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42864825,42.0487648,restaurant,commercial,Imperial,,,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.38041551,42.02593446,restaurant,,Krcma Zuto Kombe,,,regional,,,,,,,outside,yes,,http://www.temovbeer.com/,+389 76 462374,,,,,Temov Brewery,,,,,,,,,,,yes,,,,,
21.55581164,41.34693695,restaurant,yes,Лаки,MK7500,,,Ilinden,Laki,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.41828649,41.99548424,restaurant,yes,Ѓезме,1000,Cкoпje,regional,,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.418803,41.9986791,cafe,yes,цреша бар,,,,Рајко Жинзифов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.41873637,41.99902953,bar,yes,цреша бар,1000,Cкoпje,,Рајко Жинзифов,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4065102,42.00628045,restaurant,roof,Барбакан,1000,Cкoпje,,Булевар 8-ми Септември,Barbakan,,,18,,,yes,08:00 - 01:00,,,,,,,,,,,,,,,,,,,,,,,
21.40663538,42.00637465,cafe,roof,La Cafetaria,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
21.67787631,41.3706224,restaurant,yes,Че,,,,,Che,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6779376,41.3704583,restaurant,yes,Че,,,,,Che,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.59064906,41.38422728,restaurant,yes,Мир,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40214667,41.9960393,restaurant,yes,Македонска Куќа,1000,Cкoпje,regional,Mitropolit Teodosij Gologanov,Makedonska Kuka,MK,Skopje,,,,,08:00-24:00,http://www.makedonskakuka.com/en/skopje.php,,,,,contact@makedonskakuka.com,,,,,,,,,,,,,,,,,
21.54151898,41.3544851,restaurant,yes,Бангкок Ориентал,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.54101301,41.3547217,restaurant,yes,Панорама,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.53986945,41.3547089,restaurant,yes,Хотел Салидда,,,,,Hotel Salida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4074953,42.0027524,fast_food,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4085865,42.004176,fast_food,yes,Iva,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40747556,42.00223895,cafe,,Драмски Кафе Бар,1000,Cкoпje,,Шекспирова,Dramski Coffee Bar,,,,,outside,yes,,,,,,,,,,,,,,,,,,,,,,,,
21.43536398,42.00821148,restaurant,yes,Dielli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40948495,41.9954379,restaurant,yes,Фурна,,,,,Furna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40969882,41.99739755,restaurant,yes,Сидро,1000,Cкoпje,fish,Атинска,Sidro,MK,Skopje,21,,,yes,,https://www.facebook.com/Riben-Restoran-Sidro-419144451554011/,+38971277076,,,,,,сидро,,,,,,,,,,,,,,,
21.4001152,42.25885416,restaurant,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.47851152,42.0034713,fast_food,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.47913725,42.0033525,restaurant,yes,Гостилница Мерак,,,regional,,,,,,,,,,,,,,,,,,,,,no,,,,,no,,,,,,
21.41216614,42.00482645,restaurant,yes,4 Angeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.41074508,42.00603916,restaurant,commercial,Лира,1000,Cкoпje,regional,Никола Тесла,Lyre,MK,Skopje,11,Lira,separated,yes,"09:00-24:00, Fr-Sa 09:00-01:00",http://www.lyra.com.mk/,+389 2 3061726,,wlan,Nikola Tesla,gostilnica_lira@t-home.mk,,,,,,,yes,yes,yes,,,,,,yes,yes,
21.40672623,42.00623325,restaurant,roof,Bonimi,,,regional,Булевар 8-ми Септември,Bonimi,,,,,,yes,Mo-Su 20:00-00:00,https://m.facebook.com/bonimimkd/,,,,,,,Bonimi,,,,,,,,,,,,,,,
21.45731643,42.1140429,restaurant,yes,квин рибник,,Ljubanci,fish,,Queen Fish Farm Restaurant,MK,,,,,,Mo-Su 11:00-00:00,,+38978417516,,no,,,,,,,,,,,,,,,,,,,
21.4470613,42.17337915,restaurant,commercial,Hamza Brez,,,regional,,,,,,,outside,yes,,,,,,,,Hamza Brez,,,,,,,,,,,,,,,,
21.54178834,41.3341513,restaurant,yes,Анита,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.540466,41.33933723,restaurant,yes,Лав,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42092515,42.00125357,restaurant,yes,Гурмет,1000,Cкoпje,regional,Отон Жупанчич,,MK,Skopje,3,Gurmet,,,"09:00-24:00, Fr-Sa 09:00-01:00",,,,,,gurmet@restorani.com.mk,,,,,,,yes,yes,yes,,,,,,,,
21.42147098,42.00140885,restaurant,yes,Наџак,1000,Cкoпje,,Мирослав Крлежа,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42208565,42.00133955,bar,,џубокс,100,,,Орце Николов,juboks,,,99,,,,,,,,,,,,џубокс,,,,,,,,,,,,,,,
21.42207866,42.00214185,restaurant,yes,Чамо,,,,,Chamo,,,,Čamo,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4220948,42.00232545,restaurant,,Читална,,,regional,,Chitalna,,,,,outside,,,,,,,,,,,,,,,,,,30,no,,,,,,
21.42200985,42.006134,restaurant,yes,Уранија,1000,Cкoпje,,,,MK,Skopje,,Uranija,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42295696,42.0064522,bar,yes,Маракана,1000,Cкoпje,,,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40592315,42.01372655,restaurant,commercial,Ден и Ноќ,1000,Cкoпje,regional,,Day and Night,MK,Skopje,,Den i Nok,,,,http://www.replek.com.mk/DeniNok/zaNas.htm,,,,,,,,,,,,,,,,,,,,,,
22.36296468,42.20893625,restaurant,commercial,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.96705108,42.00538326,fast_food,yes,,,,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9704192,42.001684,restaurant,yes,Arena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.91908095,42.01108055,restaurant,residential,Шар,,Tetovo,Albanian_national_cuisine,,Sharr,,,,,separated,,,,,,,,,,,,,,,,,,,,,Sharri,,,,
20.8865121,42.0130612,restaurant,yes,бачцло,,,,,Bachclo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42521967,41.99364805,bar,commercial,Saloon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42981864,41.9932494,cafe,yes,Cafe Barcelona,1000,Скопје,,Македонија,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4237388,41.9953323,restaurant,yes,Ресторан 2 Златника,1000,Cкoпje,,Митрополит Теодосиј Гологанов,Sparkasse,MK,Skopje,28,Šparkase,,,,,,limited,,,,Шпаркасе Банка Македонија АД Скопје,,,,,,,,,,,,,,,,
21.42429395,41.99713915,cafe,yes,Излет,1000,Cкoпje,,Мирослав Крлежа,Izlet,,,25,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,
21.4234163,41.99739945,fast_food,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42383021,41.99737745,fast_food,yes,Like Gyros,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42725107,41.99571355,restaurant,yes,Ѕвезден Океан,1000,Cкoпje,chinese,,Star Ocean,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42807908,41.99640578,restaurant,yes,,1000,Cкoпje,,,Cafe Gorki,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42840055,41.99672908,pub,yes,Custom Pub,1000,Cкoпje,,,,MK,Skopje,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
21.4366036,41.99399605,fast_food,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.43656465,41.99471021,fast_food,,Тетекс,,,burger,,,,,,Teteks,,,,,,limited,,,,Teteks,,,,,only,,,,,,,,,,,
21.43563511,42.00034889,pub,house,Пивница Стар град,1000,Cкoпje,regional,Градиште,Old Town Brewery,MK,Skopje,1,Pivnica Star Grad,separated,yes,"Mo-Su 00:00-02:00,09:00-24:00",,,,,Gradiste,,,,,,,,,,,,,yes,,,,,
21.71782748,42.13513363,fast_food,yes,Максим,,,,,,,,,Maksim,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4190586,41.99242308,restaurant,office,Конструкта,1000,Cкoпje,,Васил Ѓоргов,,MK,Skopje,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
21.42094245,41.99280735,cafe,yes,My Space cafe,1000,Скопје,ice_cream,Народен Фронт,My Space,,,,Кафе Дизајн,isolated,,Mo-Su 08:00-01:00,https://www.facebook.com/pages/My-Space-caf%C3%A9/150915781656629?ref=aymt_homepage_panel,,,wlan,,,,Мај Спејс,,,,,,,,,,,,,,,yes
21.43702084,42.0023702,cafe,yes,,1000,Cкoпje,,,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4379661,42.00115065,restaurant,yes,Галерија 7,,,turkish,,,,,,Galerry 7,,,,,,,,,,,,Galerija 7,,,,,,,,,,,,,,
21.42355455,41.99740655,fast_food,yes,7,,,,,7,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
21.42209352,41.99620235,restaurant,yes,Дане,1000,Cкoпje,regional,Киро Крстевски Платник,Dane,MK,Skopje,2,Dane,,,,,,,,,,,,Дане,,,,,,,,,,,,,,
21.42209715,41.99692865,cafe,yes,Кашмир Арт Кафе,1000,Cкoпje,,Никола Тримпаре,Kashmir Art Caffe,MK,Skopje,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4222521,41.9976014,fast_food,,"Pizza Delivery ""Mamma Italiana""",1000,Cкoпje,pizza,Аминта Трети,,MK,Skopje,50,,,,,https://www.facebook.com/pages/Pizza-Delivery-Mamma-Italiana/340851572669349,,,,,,,,,,,yes,,,,,yes,,,,,,
21.42264461,41.99735685,restaurant,yes,Керпич,1000,Cкoпje,,Дебарца,,MK,Skopje,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42285052,41.99896627,bar,yes,,1000,Cкoпje,,Аминта Трети,,MK,Skopje,38,,,,,,,,,Aminta Treti,,,,,,,,,,,,,,,,,,
21.42298059,41.99899742,restaurant,yes,Мечос,1000,Cкoпje,pizza,Аминта Трети,,MK,Skopje,,,,,,,,,,Aminta Treti,,,,,,,,,,,,,,,,,,
21.42087445,42.00061105,pub,yes,Стоби,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
21.42294473,41.9998185,bar,yes,Krug,1000,Skopje,,Наум Наумовски Борче,,,,79,,isolated,,09:00-17:00,,,,,,,,,,,copyshop,,,,,,,,,,,,
21.42461429,41.9978684,cafe,yes,Љубов,1000,Cкoпje,,,Ljubov,MK,Skopje,,,,,,,,,,,,,Љубов,,,,,,,,,,,,,,,
21.42352316,41.99910328,cafe,yes,Coffee Factory,1000,Cкoпje,,Ленинова,,MK,Skopje,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42396887,41.99968945,restaurant,apartments,Sushi Ко,1000,Cкoпje,chinese;thai;japanese;sushi,Аминта Трети,Sushico,MK,Skopje,29,,separated,yes,Su-Th 12:00-23:00; Fr-Sa 10:00-00:00,http://www.sushico.mk,+389 2 3217874,,,Leninova,,,,,,,,,,,,,,,,,,
21.42362642,41.99986745,bar,residential,Бастион,1000,Cкoпje,,Пиринска,Bastion,MK,Skopje,45,Bastion,,,9:00-20:00,https://www.facebook.com/slatkarnicanewyork,,,,,,,,,,pastry,,,,,,,,,,,,
21.42412745,41.99983265,bar,yes,C'est la vie,1000,Cкoпje,,,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4242078,41.9999119,cafe,yes,Manhattan Cafe,1000,Cкoпje,,Аминта Трети,,MK,Skopje,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42430736,42.00002195,cafe,yes,Juice Bar,1000,Скопје,coffee_shop,Аминта Трети,Decata od nasata ulica,MK,Skopje,29,,outside,,,,,,yes,,,,,,,,,,,,,,,,,,,
21.42412909,42.00028165,bar,yes,Деус,1000,Cкoпje,,Антоние Грубишиќ,Deus,MK,Skopje,1,Deus,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42433744,42.00065397,fast_food,apartments,Pepper,1000,Cкoпje,regional,Аминта Трети,,MK,Skopje,29,Pepper,,,,,,,,,,,,Пепер,,,,,,,,,,,,,,
21.4384354,41.99683675,restaurant,yes,Стара Куќа,1000,Cкoпje,regional,Пајко Маало,Old House Restaurant,MK,Skopje,14,Restoran Stara Kuka,separated,yes,,http://starakuka.com.mk/,+389 2 3131376,yes,,,,,,,,,,,,,,,,,,,,
21.46422471,41.98605449,cafe,yes,Trend,1000,Cкoпje,,Булевар Јане Сандански,,,,,,,yes,,,,,yes,,,,,,2,,,,,,,,,,,,,
21.71845068,42.13081542,restaurant,yes,Mosha Mel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.71875905,42.1307714,restaurant,yes,Yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42098685,41.99467605,cafe,yes,Light Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42125435,41.994706,cafe,yes,Скандал,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42220407,41.995115,restaurant,yes,Ка,1000,Cкoпje,grill;local,Митрополит Теодосиј Гологанов,,MK,Skopje,32b,,,,,,023214350,,wlan,,,,,,,,,,,,,,,,,,,
21.43924637,41.98274315,fast_food,yes,Пицерија Ди Наполи,1000,Cкoпje,pizza,Иван Козаров,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42962731,41.98912015,restaurant,yes,Od Nas Za Vas,1000,Cкoпje,regional,,,MK,Skopje,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
20.91833716,41.52115378,restaurant,yes,House of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.95156976,41.51715215,restaurant,commercial,Milenium,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.17877685,41.751555,restaurant,yes,Ресторан Ваго,,,,,,,,,,separated,,,,,,,,,,,,,,,,,,200,,,,,,,
22.18997325,41.74394094,restaurant,yes,ЗАКИ 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.18398342,41.7485141,restaurant,yes,НЕЦКО 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.44661065,42.01114092,restaurant,yes,Vesa,,,,Сараевска,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.41401645,42.00819947,restaurant,,Ресторан Маргер,1000,Cкoпje,regional,Булевар Илинден,,MK,Skopje,,,,,"08:00-24:00, Fr-Sa 08:00-01:00",http://www.marger.com.mk,,,,,,,,,,,,yes,yes,yes,,,,,,,,free
21.42710796,42.00072295,pub,yes,Special Beer Bar COSY,1000,Skopje,,Булевар Климент Охридски,Special Beer Bar COSY,MK,Skopje,18A,,outside,yes,"Tu-Th 16:00-00:00, Fr-Sa 16:00-01:00; Su 16:00-00:00",https://www.facebook.com/pg/cosy.cosybar/about/?ref=page_internal,+389 70 364 224,no,,,cosy.cosybar@gmail.com,Cosy Bar,,,,,,,,,,,yes,,Кригла,yes,yes,
21.42606673,42.00157786,restaurant,yes,Sopotsko,1000,Cкoпje,,,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.42874335,42.00138936,restaurant,yes,Жабаро,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
