X,Y,tourism,name,building,addr:city,addr:postcode,addr:street,addr:country,addr:city:en,name:en,addr:housenumber,website,int_name,internet_access,phone,email,internet_access:fee,stars,addr:street:en,building:levels,rooms,fax,operator,smoking,wheelchair,contact:website,addr:housename,alt_name,amenity,contact:facebook,contact:phone,landuse,name:mk,name:sq,opening_hours,payment:american_express,payment:mastercard,payment:visa,surveillance,surveillance:type
21.2260349318868,41.0359914063786,hotel,Хотел Молика,,,,,,,Hotel Molika,,,Hotel Molika,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.33573085,41.0290824,hotel,Robevski lux,yes,Bitola,7000,Широк Сокак,,,,61,,,wlan,+38975349199,rnikolce@gmail.com,,,,,6,,,outside,,,,,,,,,,,,,,,,
21.3358379116044,41.0272885283299,hotel,Хотел “Епинал“,yes,,,,,,"Hotel ""Epinal""",,,"Hotel ""Epinal""",,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3353754233781,41.0287761500233,hotel,Millenium,yes,Bitola,,Широк Сокак,,,,46,,Shirok Sokak,,,,,,,,,,,outside,,,,,,,,,,,,,,,,
21.3332171555044,41.0256471084163,hotel,Премиер Центар,hotel,Битола,7000,Стив Наумов,,,Premier Centar,12,http://www.centar.premier.com.mk/,,wlan,+389 47 202 070,,no,2,,4,13,,,,,,,,,,,,,,,,,,,
21.29697855,41.03828105,hotel,Kapri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2550099956613,41.0431692500668,hotel,Hotel Sumski Feneri,yes,,,,,,,,www.sumskifeneri.com,,yes,+389 47 293030,sfeneri@t-home.mk,no,,,,17,,Risteveska,,,,,,,,,,,,,,,,,
22.1801351858711,41.7475140998747,,Изгрев,hotel,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
22.1801776685911,41.747522698287,hotel,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2013251469726,41.7472060000682,hotel,Канал 77,yes,,,5-та Партиска Конференција,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1920474763665,41.73697569845,,Хотел ОАЗА,hotel,,,,,,,,,,yes,,,no,,,20,,,,separated,,,,,,,,,,,,,,,,
22.1895651,41.73587905,hotel,Urbanista - Boutique Hotel,yes,Stip,2000,,,,,,,,yes,,,,,,5,,,,isolated,,,,,,,,,,,,,,,,
22.2262075454985,41.4106229175447,hotel,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1786353807372,41.7517264539233,,Ваго,hotel,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
21.5520137090367,41.9968115174185,hotel,Бест Вестерн Хотел Белви,hotel,,,,,,Best Western Hotel Bellevue,,,,,,,,,,,,,,,,,,Белви,,,,,,,,,,,,
20.8022624194053,41.1140342447458,hotel,,commercial,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
21.0065309818236,41.0448819453507,hotel,Royal L Hotel,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7981327038148,41.1122703722622,hotel,Villa Kosta Ohrid,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7980117513385,41.1122006022443,hotel,Hotel Alexandria,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7976002150588,41.1117791945066,hotel,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2510526329383,41.3635472513586,hotel,Илинден,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2483522068641,41.3633086701639,hotel,Панорама,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2531652041722,41.3646869370302,hotel,Hotel Montana,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9656040480005,41.9848252782189,,Hotel Royal,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9585436453962,41.9861393999274,hotel,Emka,yes,Тетово,1200,Илинденска,,,,,,,wlan,,,,,,,,,,,limited,,,,,,,,,,,,,,,
21.4202626772086,41.9834796409816,hotel,Panoramika Design Hotel,yes,Cкoпje,1000,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4185348,41.9856193,hotel,Вила Рагуза,yes,Cкoпje,1000,Тодор Александров,MK,Skopje,Vila Raguza,13a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4193442021734,41.9834627908965,hotel,Панорама Резиденс,,,,Тодор Александров,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4156980449536,41.9859211118119,hotel,Вила Водно,yes,Cкoпje,1000,Периша Савелиќ,MK,Skopje,Vila Vodno,8,,Vila Vodno,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40241625,41.6347553,hotel,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4026972,41.63501765,hotel,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7740567861833,41.1222253842759,hotel,Daljan,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7529427276029,41.1581542047075,hotel,Амбасадор,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7599453340996,41.147078533932,hotel,Коцарев,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7356172158847,41.6770768344735,hotel,Hotel Golden Place,,,,,,,,,,Hotel Golden Place,,,,,5,,,,,,,,,,,,,,,,,,,,,,
20.7913493124658,41.6943783493735,hotel,Хотел Радика,,,,,,,Hotel Radika,,,Hotel Radika,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7357989713769,41.6525510191782,hotel,Sport Hotel,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7338840577689,41.6586530000393,hotel,Hotel Srna,yes,,,,,,,,,Hotel Srna,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4386311,41.9993482,hotel,Super 8,yes,Cкoпje,1000,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4362667316428,42.0017612165661,hotel,Bushi Resort & Spa,yes,Skopje,1000,Samoilova Kjurchiska,MK,,,21,http://bushiresort.com/info/,,,+389 2 312 5130,info@bushiresort.com,,5,,,,,Bushi Resort & Spa,,,,,,,,,,,,,,,,,
21.4367472989733,42.0017357162538,hotel,Hotel Old Bazaar,yes,Cкoпje,1000,Kavtandziska,MK,Skopje,,105,http://www.old-bazaar.com,,,+389 2 3241 176,,,,,,,,,,,,,,,https://www.facebook.com/hoteloldbazaar,,,,,,,,,,
21.4387930913695,42.0016404864602,hotel,Арка,yes,Cкoпje,1000,,MK,Skopje,,,,Аrka,,,,,,,,,,,,,,,,,,,,,Hotel Arka,,,,,,
21.43955025,42.00146125,hotel,Хамбург,yes,,,,,,Hamburg,,http://hotelhamburg.mk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.43917865,41.99663585,hotel,Opera House Hotel Skopje,hotel,Cкoпje,1000,"1733, 24",MK,Skopje,,1737,http://operahousehotel.mk,,wlan,+389 (0)2 3 22 50 07,info@operahousehotel.mk,no,4,,6,,,,,,,,,,,,,,,,,,,,
21.4396401031518,41.9967689524134,hotel,Luxury Skopje Apartments,apartments,Cкoпje,1000,Пајко Маало,MK,Skopje,,6,http://luxuryskopjeapartments.com/,,wlan,+389 (0)71 38 68 11,info@Lsarent.com,no,,,,,,otel,,,,,,,,,,,,,,,,,
21.4293710031904,41.9918935427942,hotel,Хотел Бристол,yes,Cкoпje,1000,Македонија,MK,Skopje,Hotel Bristol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4731234558513,41.990271947784,hotel,DoubleTree by Hilton Skopje,yes,Cкoпje,1000,Булевар АСНОМ,,,,17,https://doubletree3.hilton.com/en/hotels/north-macedonia/doubletree-by-hilton-skopje-SKPABDI/index.html?WT.mc_id=zVSEC0MK1DT2NaturalSearch3GoogleMyBusiness4luau-dtskopje_Nov5luau6SKPABDI7EN8i1,,wlan,+389-2-2400800,skopje_info@hilton.com,,5,,,170,+389-2-2400801,Hilton,isolated,,,,,,https://www.facebook.com/hiltonskopje,,,,,,,,,,
20.9713478951501,42.009412223185,hotel,Hotel Lirak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4652779172687,41.9927570718238,hotel,Hotel Russia,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4074960538871,41.9930042498935,hotel,Hotel Garden Spa,yes,Cкoпje,1000,Загребска,,,,2,http://www.gardenspa.mk,,wlan,,,yes,4,,,11,,,,,,,,,,,,,,,,,,,
21.4072284443684,41.9940379499185,hotel,Pine Hotel,hotel,Cкoпje,1000,Миле Поп Јорданов,MK,Skopje,Pine Hotel,1Б,http://www.hotelpine.com.mk/,,wlan,+389 2 3060041,,no,,Mile Pop Jordanov,,,,,no,,,,,,,,,,,,yes,yes,yes,,
21.4139341957495,41.9905302998126,hotel,Аристократ палас,yes,Cкoпje,1000,Елисие Поповски Марко,MK,Skopje,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8826763345785,42.0139134999557,hotel,Хотел Попова Шапа,yes,,,,,,,,,Hotel Popova Shapka,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8813051778922,42.0161770001737,hotel,Скардус,commercial,,1220,Kodra e Diellit,,,Scardus,,http://www.hotelscardus.com,Scardus,wlan,044361227,info@hotelscardus.com,,,,,,,,,,,,,,,,,Скардус,Skardus (Sharr),24/7,,,,,
21.4371699862673,41.9902648575366,hotel,Премиер,yes,,,Јосиф Јосифовски Свештарот,,,Premier,36,,Premier,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5037058075055,41.7408603377509,hotel,Бел камен,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.40284885,42.0140227,hotel,Портал хотел,yes,,,,,,Hotel Portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3978509244955,42.0155959494466,hotel,Евро сет Хотел,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8937042486705,41.6728103379002,hotel,Aurora,,,,,,,,,www.auroraresort.mk,,,+38933550965,info@auroraresort.mk,,,,,,+38975451751,,,,,,,,,,,,,,,,,,
21.4120545573436,42.0421465480382,hotel,Хотел Њу Стар,,,,,,,Hotel New Star,,,Hotel New Star,,,,,,,,,,,,,http://newstar.com.mk,,,,,,,,,,,,,,
22.6496948953401,41.4394419331695,hotel,Хотел Глигоров,yes,,,,,,Hotel Gligorov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7552490900531,41.3828623796409,hotel,Цар Самуил,,,,,,,Car Samuil,,,Car Samuil,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4452476697493,42.011737056093,,Alba,hotel,,,Сараевска,,,,,,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,
21.5485847487785,41.3431991677467,hotel,Хотел Липа ГА,yes,,,Гоце Делчев,,,Hotel Lipa GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4221635640486,42.0023933015933,hotel,Hotel City Park,yes,Cкoпje,1000,Михаил Цоков,MK,Skopje,,8A,http://www.hotelcitypark.com.mk/en.htm,,,,,,,,,,,,,,,,,,,+389 02 3 290 860,,,,,,,,,
21.4125387658746,42.0011493701886,hotel,Dolce International Hotel,yes,Cкoпje,1000,,MK,Skopje,,,,,,,,,,,,,,,,,,Партизанска 48,,,,,,,,,,,,,
21.4268769411601,42.0065251275699,hotel,Park Hotel & Spa,yes,Cкoпje,1000,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4243051606033,42.0023125165286,hotel,Хотел Резиденс Ин,yes,Cкoпje,1000,Коле Неделковски,MK,Skopje,Hotel Residence Inn,6,,Hotel Residence Inn,,,,,3,Kole Nedelkovski Street,,,,,,,,,,,,,,,,,,,,,
21.4260665102571,42.0033629000777,hotel,Софка Парк - Кај Ефто,yes,,,,,,Sofka Park - Kaj Efto,,http://hotelimakedonija.com.mk/mk/Hotel/1161/Hotel-Sofka-Park-Kaj-Efto-Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4258128364791,42.0034928448146,hotel,Томче Софка,yes,,,Јордан Хаџиконстантинов Џинот,,,Tomche Sofka,14,http://hotelimakedonija.com.mk/mk/Hotel/62/Hotel-Tomce-Sofka-Skopje,,,,,,,,,,,,,,,,,restaurant,,,,,,,,,,,
21.4531425516829,41.9987924946066,hotel,Хотел Континентал,yes,Cкoпje,1000,,MK,Skopje,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
21.4459774175084,42.0014701171249,,Hotel Istanbul,hotel,,,Булевар Александар Македонски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5473045005516,41.3375166733295,hotel,Сонце ГА,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7328273727301,42.12355944118,hotel,Hotel Bella Donna,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4245595056871,41.9986666201095,hotel,Дувет,yes,Cкoпje,1000,Наум Наумовски Борче,MK,Skopje,Duvet,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4246922,41.9995415,hotel,Хотел Амбасадор,hotel,Cкoпje,1000,Пиринска,MK,Skopje,Hotel Ambasador,38,https://hotelambasador-sk.com.mk/,,wlan,+389 2 3121383,info@hotelambasador-sk.com.mk,no,,Pirinska,,,+389 2 3215729,,,,,,,,,,,,,,,,,,
21.4184596252459,41.9986115997689,hotel,,yes,,,Владимир Полежановски,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4192271836888,41.9950488167573,hotel,Хотел Мола,yes,Cкoпje,1000,Шумадиска,MK,Skopje,,1,,,,,,,,,,,,,,,,Дувет Букет,,,,,,,,,,,,,
21.4195378029981,41.9944352499252,hotel,Сити 5,office,Cкoпje,1000,Митрополит Теодосиј Гологанов,MK,Skopje,City 5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4069511839322,41.9638593500532,hotel,Еуро Хотел Градче,yes,,,,,,Euro Hotel Gradche,,http://hotelimakedonija.com.mk/mk/Hotel/1163/Euro-Hotel-Gradce-Kocani,Euro Hotel Gradče,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9620166129705,41.5191056999648,hotel,Arabello,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9380183410407,41.5119589037241,hotel,Хотел Крушино,yes,,,,,,Hotel Krushino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.422609474692,41.9953522494069,hotel,Лаки,yes,Cкoпje,1000,Аминта Трети,MK,Skopje,Laki,79,,,,,,,,,,,,,,,,,Хотел Лаки,,,,,,,,,,,,
21.407538973447,42.0019571616595,hotel,Хотел Карпош,yes,Cкoпje,1000,Шекспирова,MK,Skopje,,,http://www.hotelkarpos.com.mk,Karposh,yes,+389 2 3088388,hotelkarpos@hotelkarpos.com.mk,no,4,,,,+389 2 3088389,,,yes,,,,,,,,,,,,,,,
21.4041091487395,41.9969873492745,hotel,ТЦЦ Гранд Плаза,hotel,Cкoпje,1000,Булевар 8ми Септември,MK,Skopje,TCC Grand Plaza,2,https://tccgrandplaza.com/,,wlan,+38923080850,info@tccgrandplaza.com,no,4,Boulevard 8th September,7,,+38923080850,,,yes,,,,,,,,,,,,,,"indoor;outdoor",camera
22.7707819574833,41.9657307500185,hotel,Хотел Македонија,yes,Делчево,2320,Маршал Тито,,,Hotel Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4491170699177,41.9143759889319,hotel,Хотел Филипов,yes,,,,,,Hotel Filipov,,,Hotel Filipov,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4699599134771,41.9090093154862,hotel,Хотел Шагал,,,,,,,Hotel Shagal,,http://hotelsagal.com.mk/mk/index.html,Hotel Šagal,,,,,,,,,,,,,,,,,,,village_green,,,,,,,,
21.4344832770607,41.9973450775166,hotel,Hotel Stone Bridge,hotel,Cкoпje,1000,Кеј Димитар Влахов,MK,Skopje,,1,http://stonebridge-hotel.com/,,yes,+389 2 3244900,info@stonebridge-hotel.com,no,5,Kej Dimitar Vlahov,,40,+389 2 3244901,,,,,,,,,,,,,,,,,,
21.4284684,41.9939735,hotel,ТЦЦ Плаза,hotel,Cкoпje,1000,,MK,Skopje,TCC Plaza,,https://www.tccplaza.com/,,wlan,+389 2 3111807,info@tccplaza.com,no,,,4,22,+389 2 3119490,,,,,,,,,,,,,,,,,,
21.4299653784796,41.9936063418462,hotel,Best Western Hotel Turist,hotel,Cкoпje,1000,Ѓуро Стругар,MK,Skopje,,11,,,wlan,+389 2 3289111,bestwestern@hotelturist.com.mk,no,4,Gjuro Strugar,,74,+389 2 328 9100,Best Western,,,,,,,,,,,,,,,,,
21.4295089307802,41.9955022499778,hotel,Solun,hotel,Cкoпje,1000,,MK,Skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4294965331462,41.9963030000898,hotel,Хотел Дувет,yes,Cкoпje,1000,,MK,Skopje,Duvet Hotel,,,,,,,,,,,,,,,,http://www.duvethotel.com/,,,,,,,,,,,,,,
21.4304858997283,41.9961144425356,hotel,Хотел Мериот Скопје,hotel,Cкoпje,1000,,MK,Skopje,Marriott Skopje,,,Marriott Skopje,,,,,,,8,,,Marriott,,,,,,,,,,,,,,,,"indoor;outdoor",camera
21.4293258005862,41.9969343047235,hotel,Хотел Јадран,yes,Cкoпje,1000,27 Март,MK,Skopje,Hotel Jadran,8,,Hotel Jadran,,,,,,27 Mart,,,,Македонијатурист,,,,,,,,,,,,,,,,,
21.42971235,41.9970513,hotel,Ibis Skopje City Center,house,Cкoпje,1000,Орце Николов,MK,Skopje,,55,https://www.accorhotels.com/nl/hotel-9672-ibis-skopje-city-center/index.shtml,,,+38923123700,H9672@accor.com,,,,,,,Accor Group,,,,,,,,,,,,,,,,,
21.4357379341052,41.9945884641521,hotel,Holiday Inn Skopje,hotel,Cкoпje,1000,Моша Пијаде,MK,Skopje,Holiday Inn,2,https://www.holiday-inn.com/skopje,,wlan,+389 2 3292929,hiskopje@holiday-inn.com.mk,no,4,Mosa Pijade,9,178,+389 2 3115503,Holiday Inn,separated,yes,,,,,,,,Холидеј Ин,,24/7,yes,yes,yes,,
